name_key,full_name,birth_date,espn_id
isamefaciane,Isame Faciane,1991-05-11,
isiahcage,Isiah Cage,1993-08-26,
jrtavai,J.R. Tavai,1993-09-23,
jacoreyshepherd,JaCorey Shepherd,1993-03-29,
jabariprice,Jabari Price,1992-08-31,
jaceamaro,Jace Amaro,1992-06-26,16792.0
jacobflores,Jacob Flores,1993-11-25,
jacobhuesman,Jacob Huesman,1993-02-27,
jacobtamme,Jacob Tamme,1985-03-15,11373.0
jakeceresna,Jake Ceresna,1994-07-09,
jakeheaps,Jake Heaps,1991-06-19,
jakelong,Jake Long,1985-05-09,
jamalrobinson,Jamal Robinson,1993-01-13,
jamarcasanford,Jamarca Sanford,1985-08-27,
jamesihedigbo,James Ihedigbo,1983-12-03,
jameslaurinaitis,James Laurinaitis,1986-12-03,
jamesmorris,James Morris,1991-11-20,
jamessample,James Sample,1992-06-23,
jamesstarks,James Starks,1986-02-25,13214.0
jameswilder,James Wilder Jr.,1992-04-14,
jaredodrick,Jared Odrick,1987-12-31,
jarellbroxton,Jarell Broxton,1993-03-27,
jarrodpughsley,Jarrod Pughsley,1990-12-18,
jarvisjones,Jarvis Jones,1989-10-13,
jasonjones,Jason Jones,1986-05-23,
jasontrusnik,Jason Trusnik,1984-06-06,
jasonweaver,Jason Weaver,1989-04-12,
javonteeherndon,Javontee Herndon,1991-06-29,
jaylee,Jay Lee,1993-06-29,
jayehoward,Jaye Howard,1988-12-20,
jeffadams,Jeff Adams,1989-09-06,
jeffschoettmer,Jeff Schoettmer,1993-07-08,
jeffreylinkenbach,Jeffrey Linkenbach,1987-06-09,
jeremyross,Jeremy Ross,1988-03-16,
jeremyzuttah,Jeremy Zuttah,1986-06-01,
jeromefelton,Jerome Felton,1986-07-03,11369.0
jeronjohnson,Jeron Johnson,1988-06-12,14274.0
jerraudpowers,Jerraud Powers,1987-07-19,
jimmybean,Jimmy Bean,1993-11-08,
jimmyhall,Jimmy Hall,1991-11-18,
jimmylandes,Jimmy Landes,1992-08-13,
jimmypruitt,Jimmy Pruitt,1992-11-28,
joepowell,Joe Powell,1994-02-25,
joereitz,Joe Reitz,1985-08-24,
joesommers,Joe Sommers,1993-03-03,
johnurschel,John Urschel,1991-06-24,
joiquebell,Joique Bell,1986-08-04,13536.0
jondorenbos,Jon Dorenbos,1980-07-21,
jonathanbabineaux,Jonathan Babineaux,1981-10-12,
jonathandowling,Jonathan Dowling,1991-12-08,
jonathangrimes,Jonathan Grimes,1989-12-21,15632.0
jonathanmeeks,Jonathan Meeks,1989-11-08,
joplobartu,Joplo Bartu,1989-10-03,
jordancameron,Jordan Cameron,1988-08-07,14189.0
jordangay,Jordan Gay,1990-03-29,
jordannorwood,Jordan Norwood,1986-09-28,12587.0
jordanpayton,Jordan Payton,1993-09-01,
jordanrigsbee,Jordan Rigsbee,1993-03-05,
joshboyce,Josh Boyce,1991-05-06,15998.0
joshbrown,Josh Brown,1979-04-29,
joshevans,Josh Evans,1991-06-05,
joshhuff,Josh Huff,1991-10-14,16779.0
joshmauga,Josh Mauga,1987-06-20,
joshmcnary,Josh McNary,1988-04-10,
joshshirley,Josh Shirley,1992-01-04,
josuematias,Josue Matias,1993-01-06,
julianhowsare,Julian Howsare,1992-09-11,
julienobioha,Julien Obioha,1994-07-07,
jumalrolle,Jumal Rolle,1990-05-28,
justinforsett,Justin Forsett,1985-10-14,11467.0
justingilbert,Justin Gilbert,1991-11-07,
justinperillo,Justin Perillo,1991-01-05,
justinstaples,Justin Staples,1989-12-10,
juwanthompson,Juwan Thompson,1992-05-13,17045.0
kjmaye,K.J. Maye,1994-02-25,
kadeemcarey,Ka'Deem Carey,1992-10-30,16942.0
karimbarton,Karim Barton,1991-12-13,
karloswilliams,Karlos Williams,1993-05-04,2576817.0
keavonmilton,Keavon Milton,1990-06-23,
kedricgolston,Kedric Golston,1983-05-30,
keithmumphery,Keith Mumphery,1992-06-05,2515420.0
keithwenning,Keith Wenning,1991-02-14,
kelciemccray,Kelcie McCray,1988-09-21,15305.0
kelcyquarles,Kelcy Quarles,1992-01-23,
kellendavis,Kellen Davis,1985-10-11,11392.0
kelvintaylor,Kelvin Taylor,1993-09-28,
kenbrellthompkins,Kenbrell Thompkins,1988-07-29,16381.0
kendallreyes,Kendall Reyes,1989-09-26,14953.0
kennardbackman,Kennard Backman,1993-02-26,2582311.0
kennycook,Kenny Cook,1992-05-20,
keshawnmartin,Keshawn Martin,1990-03-15,14916.0
kevinanderson,Kevin Anderson,1993-04-05,
kevingraf,Kevin Graf,1991-06-17,
kevinshort,Kevin Short,1992-03-23,
kevinsmith,Kevin Smith,1991-12-21,
khiryrobinson,Khiry Robinson,1989-12-28,16530.0
kingdunlap,King Dunlap,1985-09-14,
kivoncartwright,Kivon Cartwright,1992-03-03,
kniledavis,Knile Davis,1991-10-05,15832.0
korylichtensteiger,Kory Lichtensteiger,1985-03-22,
kourtneibrown,Kourtnei Brown,1989-04-17,
kraigurbik,Kraig Urbik,1985-09-23,
kylearrington,Kyle Arrington,1986-08-12,
kyleprater,Kyle Prater,1992-06-21,
kylesteuck,Kyle Steuck,1993-07-13,
kylerkerbyson,Kyler Kerbyson,1993-07-07,
laronbyrd,LaRon Byrd,1989-08-18,
ladariusgreen,Ladarius Green,1990-05-29,14904.0
lamarlouis,Lamar Louis,1993-10-02,
larrydonnell,Larry Donnell,1988-11-01,
lawrenceokoye,Lawrence Okoye,1991-10-06,
leehightower,Lee Hightower,1993-07-28,
leodismckelvin,Leodis McKelvin,1985-09-01,
leonorr,Leon Orr,1992-02-11,
letroyguion,Letroy Guion,1987-06-21,
lonnieballentine,Lonnie Ballentine,1993-04-23,
lorenzotaliaferro,Lorenzo Taliaferro,1991-12-23,16950.0
louyoung,Lou Young,1991-10-09,
louistrincapasat,Louis Trinca-Pasat,1991-09-07,
lukemccown,Luke McCown,1981-07-12,
lyndentrail,Lynden Trail,1991-03-19,
mjmcfarland,M.J. McFarland,1992-07-25,
majorwright,Major Wright,1988-07-01,
malliciahgoodman,Malliciah Goodman,1990-01-04,
marcmariani,Marc Mariani,1987-05-02,
marcelreece,Marcel Reece,1985-06-23,11717.0
marcusball,Marcus Ball,1987-07-21,
marcuseasley,Marcus Easley,1987-11-02,
marcusleak,Marcus Leak,1992-11-19,
marcusroberson,Marcus Roberson,1992-10-04,
mariowilliams,Mario Williams,1985-01-31,
marquesswilson,Marquess Wilson,1992-09-14,16023.0
marqueznorth,Marquez North,1995-04-21,
mattasiata,Matt Asiata,1987-07-24,14360.0
mattelam,Matt Elam,1991-09-21,
mattrotheram,Matt Rotheram,1992-07-05,
matthewmulligan,Matthew Mulligan,1985-01-18,
maxbullough,Max Bullough,1992-02-11,
mehdiabdesmad,Mehdi Abdesmad,1991-09-28,
michaelgriffin,Michael Griffin,1985-01-04,
michaelharris,Michael Harris,1988-12-05,
michaelmiller,Michael Miller,1991-09-23,
michaeloher,Michael Oher,1986-05-28,
michaelwilliams,Michael Williams,1990-09-08,
mikecatapano,Mike Catapano,1990-08-17,
mikejenkins,Mike Jenkins,1985-03-22,
mikelee,Mike Lee,1991-06-26,
mikemcadoo,Mike McAdoo,1990-07-09,
mikemcfarland,Mike McFarland,1991-11-15,
mikemorgan,Mike Morgan,1988-01-16,
mitchmathews,Mitch Mathews,1991-04-15,
mitchellvandyk,Mitchell Van Dyk,1991-01-02,
mohammedseisay,Mohammed Seisay,1990-05-22,
montorihughes,Montori Hughes,1990-08-25,
neironball,Neiron Ball,1992-08-20,
nickmangold,Nick Mangold,1984-01-13,
nickmarshall,Nick Marshall,1992-06-30,
nickmoody,Nick Moody,1990-01-29,
nikitawhitlock,Nikita Whitlock,1991-05-16,
nilelawrencestample,Nile Lawrence-Stample,1992-07-14,
nolanfrese,Nolan Frese,1992-07-29,
obrienschofield,O'Brien Schofield,1987-04-03,
owaodighizuwa,Owa Odighizuwa,1992-04-01,
patmcafee,Pat McAfee,1987-05-02,
patricklewis,Patrick Lewis,1991-01-30,
paulkruger,Paul Kruger,1986-02-15,
paullasike,Paul Lasike,1990-06-18,
paulsoliai,Paul Soliai,1983-12-30,
paulturner,Paul Turner,1993-05-10,
pearceslater,Pearce Slater,1993-10-01,
percyharvin,Percy Harvin,1988-05-28,12569.0
perrishcox,Perrish Cox,1987-01-10,
perryriley,Perry Riley,1988-05-03,
philipwheeler,Philip Wheeler,1984-12-12,
phillipthomas,Phillip Thomas,1989-03-01,
quentingause,Quentin Gause,1992-10-30,
quentonbundrage,Quenton Bundrage,1991-09-13,
quintonpatton,Quinton Patton,1990-08-09,16026.0
rashaunallen,RaShaun Allen,1990-02-25,17423.0
rajionneal,Rajion Neal,1992-03-28,
randallevans,Randall Evans,1991-12-26,
randelljohnson,Randell Johnson,1991-03-23,
rashaadreynolds,Rashaad Reynolds,1991-02-02,
rashadjennings,Rashad Jennings,1985-03-26,12503.0
rashadjohnson,Rashad Johnson,1986-01-02,
rashadlawrence,Rashad Lawrence,1992-06-10,
reggiebush,Reggie Bush,1985-03-02,9588.0
reggiediggs,Reggie Diggs,1993-05-08,
ricardomathews,Ricardo Mathews,1987-07-30,
robcrisp,Rob Crisp,1991-01-03,
robninkovich,Rob Ninkovich,1984-02-01,
robertmathis,Robert Mathis,1981-02-26,
robertmyers,Robert Myers,1991-12-26,
rolandomcclain,Rolando McClain,1989-07-14,
romanharper,Roman Harper,1982-12-11,
romarmorris,Romar Morris,1992-10-21,
ronbrooks,Ron Brooks,1988-10-16,
ronaldpatrick,Ronald Patrick,1991-11-01,
ronaldpowell,Ronald Powell,1991-05-14,
ronniehillman,Ronnie Hillman,1991-09-14,14895.0
ronnieshields,Ronnie Shields,1991-12-15,
rossburbank,Ross Burbank,1993-01-27,
rufusjohnson,Rufus Johnson,1990-08-28,
ryanbrown,Ryan Brown,1994-06-10,
ryancarrethers,Ryan Carrethers,1991-02-26,
ryanclady,Ryan Clady,1986-09-06,
ryanharris,Ryan Harris,1985-03-11,
ryanmathews,Ryan Mathews,1987-10-10,13204.0
ryanseymour,Ryan Seymour,1990-02-07,
ryanspadola,Ryan Spadola,1991-02-15,
ryanwendell,Ryan Wendell,1986-03-04,
ryanwhite,Ryan White,1992-01-22,
rykermathews,Ryker Mathews,1992-11-28,
saqwanedwards,SaQwan Edwards,1992-05-13,
sambarrington,Sam Barrington,1990-10-05,15954.0
sambrenner,Sam Brenner,1990-04-27,
sambrown,Sam Brown,1992-07-30,
scottcrichton,Scott Crichton,1991-10-30,
seanlissemore,Sean Lissemore,1987-09-11,
seanporter,Sean Porter,1991-01-12,
seantaviusjones,Seantavius Jones,1992-08-09,17191.0
sebastiantretola,Sebastian Tretola,1992-05-01,
sebastianvollmer,Sebastian Vollmer,1984-07-10,
senderrickmarks,Sen'Derrick Marks,1987-02-23,
sergiobrown,Sergio Brown,1988-05-22,
shakeelrashad,Shakeel Rashad,1994-03-17,
shakielrandolph,Shakiel Randolph,1994-02-14,
shamielgary,Shamiel Gary,1990-05-31,
shanemcdermott,Shane McDermott,1992-02-18,
shaneiljenkins,Shaneil Jenkins,1994-02-07,
shaqevans,Shaq Evans,1991-03-07,
shaquilleriddick,Shaquille Riddick,1993-03-12,
shaundraughn,Shaun Draughn,1987-12-07,14518.0
shaunhill,Shaun Hill,1980-01-09,4260.0
shilohkeo,Shiloh Keo,1987-12-17,
silasredd,Silas Redd,1992-03-01,17352.0
siomoore,Sio Moore,1990-05-02,
somavainuku,Soma Vainuku,1992-05-28,
stedmanbailey,Stedman Bailey,1990-11-11,15822.0
stepfantaylor,Stepfan Taylor,1991-06-09,15981.0
stephenhouston,Stephen Houston,1991-10-28,
stephenmorris,Stephen Morris,1992-08-27,
stephentulloch,Stephen Tulloch,1985-01-01,
stevejohnson,Steve Johnson,1986-07-22,11458.0
stevesmith,Steve Smith,1979-05-12,2622.0
stevewilliams,Steve Williams,1991-03-07,
stevendaniels,Steven Daniels,1992-12-12,
stevenscheu,Steven Scheu,1992-07-07,
stormjohnson,Storm Johnson,1992-07-10,16884.0
tjbarnes,T.J. Barnes,1990-06-14,16127.0
takobycofield,Takoby Cofield,1992-01-22,
tanardjackson,Tanard Jackson,1985-07-21,
tannerpurdum,Tanner Purdum,1984-08-15,
taylorboggs,Taylor Boggs,1987-02-20,
terranvaughn,Terran Vaughn,1994-03-30,
terrellchestnut,Terrell Chestnut,1991-12-10,
terrypoole,Terry Poole,1992-02-27,
tevinwestbrook,Tevin Westbrook,1993-01-17,
thadlewis,Thad Lewis,1987-11-19,
tharoldsimon,Tharold Simon,1991-03-06,
thomasgafford,Thomas Gafford,1983-01-29,
timhightower,Tim Hightower,1986-05-23,11383.0
timothywright,Timothy Wright,1990-04-07,16285.0
titusdavis,Titus Davis,1993-01-03,
tonycarter,Tony Carter,1986-05-24,
tonyhills,Tony Hills,1984-11-04,
tonyjerodeddie,Tony Jerod-Eddie,1990-03-29,
tonyromo,Tony Romo,1980-04-21,5209.0
tourekwilliams,Tourek Williams,1991-05-09,
tracyporter,Tracy Porter,1986-08-11,
travelldixon,Travell Dixon,1991-02-17,
travisfeeney,Travis Feeney,1992-11-18,
travisraciti,Travis Raciti,1992-05-21,
trejackson,Tre Jackson,1992-12-14,
tremason,Tre Mason,1993-08-06,16784.0
trentcole,Trent Cole,1982-10-05,
trevinwade,Trevin Wade,1989-08-01,
trevorroach,Trevor Roach,1992-03-06,
trevorrobinson,Trevor Robinson,1990-05-16,
treycaldwell,Trey Caldwell,1993-12-04,
treymillard,Trey Millard,1991-07-21,
tristanokpalaugo,Tristan Okpalaugo,1989-10-10,
tylerjohnstone,Tyler Johnstone,1992-09-29,
tylerkuder,Tyler Kuder,1992-06-03,
tylermarcordes,Tyler Marcordes,1992-10-09,
tylerslavin,Tyler Slavin,1992-01-29,
tylerstarr,Tyler Starr,1991-01-25,
tylorharris,Tylor Harris,1994-02-16,
tysonjackson,Tyson Jackson,1986-06-06,
uaniunga,Uani' Unga,1987-12-28,
valentinoblake,Valentino Blake,1990-08-09,15350.0
valerianumeezeoke,Valerian Ume-Ezeoke,1993-02-14,
vancewalker,Vance Walker,1987-04-26,
vernonharris,Vernon Harris,1994-06-25,
victorcruz,Victor Cruz,1986-11-11,13553.0
vincewilfork,Vince Wilfork,1981-11-04,
vincentjackson,Vincent Jackson,1983-01-14,8475.0
vinniesunseri,Vinnie Sunseri,1993-09-27,
wallacegilberry,Wallace Gilberry,1984-12-05,
wendallwilliams,Wendall Williams,1990-09-18,
willblackmon,Will Blackmon,1984-10-27,9701.0
willdavis,Will Davis,1990-05-08,
willsutton,Will Sutton,1991-10-03,16738.0
willtukuafu,Will Tukuafu,1984-01-03,
winstonguy,Winston Guy,1990-04-23,
zacbrooks,Zac Brooks,1993-02-01,
zachmettenberger,Zach Mettenberger,1991-07-16,16814.0
zachorr,Zach Orr,1992-06-09,
zamircarlis,Zamir Carlis,1990-03-14,
zaviargooden,Zaviar Gooden,1990-08-31,
ajfrancis,A.J. Francis,1990-05-07,16398.0
aarongreen,Aaron Green,1992-10-15,
aaronripkowski,Aaron Ripkowski,1992-12-20,2574010.0
adairiusbarnes,Adairius Barnes,1994-04-30,
adambighill,Adam Bighill,1988-10-16,
ahmadbrooks,Ahmad Brooks,1984-03-14,10138.0
akeemayers,Akeem Ayers,1989-07-10,14015.0
akeemhunt,Akeem Hunt,1993-02-22,2576408.0
akeemjudd,Akeem Judd,1992-12-11,
alanbranch,Alan Branch,1984-12-29,
alanifua,Alani Fua,1992-01-01,
alektorgersen,Alek Torgersen,1995-01-13,
alexbalducci,Alex Balducci,1994-03-01,
alexmccalister,Alex McCalister,1993-10-17,
allenbarbre,Allen Barbre,1984-06-22,
alterraunverner,Alterraun Verner,1988-12-13,13478.0
andreellington,Andre Ellington,1989-02-03,15893.0
andrewilliams,Andre Williams,1992-08-28,16889.0
andrewgachkar,Andrew Gachkar,1988-11-04,
andrewjelks,Andrew Jelks,1993-12-06,
anthonydenham,Anthony Denham,1991-07-21,17392.0
anthonyfasano,Anthony Fasano,1984-04-20,9639.0
anthonysteen,Anthony Steen,1990-05-09,
antoniocrawford,Antonio Crawford,1994-02-02,
armontybryant,Armonty Bryant,1990-05-20,16037.0
arreliousbenn,Arrelious Benn,1988-09-08,13218.0
arthurjones,Arthur Jones,1986-06-03,
arthurmiley,Arthur Miley,1993-03-03,
asajackson,Asa Jackson,1989-12-02,
asantecleveland,Asante Cleveland,1992-03-21,
austinduke,Austin Duke,1993-08-03,
austintraylor,Austin Traylor,1993-09-03,
averyyoung,Avery Young,1992-11-12,
bjjohnson,B.J. Johnson,1993-02-22,
benboulware,Ben Boulware,1994-08-07,
benheeney,Ben Heeney,1992-05-13,2577219.0
bishopsankey,Bishop Sankey,1992-09-15,16794.0
bobbyrainey,Bobby Rainey,1987-10-16,
bosekolokombo,Boseko Lokombo,1990-10-15,
bradnortman,Brad Nortman,1989-09-12,
bradleysylve,Bradley Sylve,1993-01-29,
braedonbowman,Braedon Bowman,1994-01-30,
brandenoliver,Branden Oliver,1991-05-07,17452.0
brandonbanks,Brandon Banks,1994-07-13,
brandonbarnes,Brandon Barnes,1994-05-31,
brandonboykin,Brandon Boykin,1990-07-13,15057.0
brandondixon,Brandon Dixon,1990-04-26,
brandondoughty,Brandon Doughty,1991-10-06,
brandonkublanow,Brandon Kublanow,1995-04-05,
brandonradcliff,Brandon Radcliff,1993-03-18,
brenogiacomini,Breno Giacomini,1985-09-27,
brentcelek,Brent Celek,1985-01-25,10605.0
brentonbersin,Brenton Bersin,1990-05-09,
brettboyko,Brett Boyko,1992-08-04,
brettgoode,Brett Goode,1984-11-02,
briancushing,Brian Cushing,1987-01-24,
brianrobison,Brian Robison,1983-04-27,10546.0
bricemccain,Brice McCain,1986-12-10,
bronsonhill,Bronson Hill,1993-01-02,
brooksellis,Brooks Ellis,1995-01-15,
bryanbraman,Bryan Braman,1987-05-04,
bryceharris,Bryce Harris,1989-01-16,
brycejones,Bryce Jones,1994-08-20,
brycetreggs,Bryce Treggs,1994-04-30,
brysonalbright,Bryson Albright,1994-03-15,
brysonkeeton,Bryson Keeton,1993-02-24,
byronmaxwell,Byron Maxwell,1988-02-23,14133.0
cjfiedorowicz,C.J. Fiedorowicz,1991-10-22,16766.0
cjsmith,C.J. Smith,1993-05-10,
cjspiller,C.J. Spiller,1987-08-05,13203.0
calebkidder,Caleb Kidder,1994-02-04,
calvinpryor,Calvin Pryor,1992-07-02,
camthomas,Cam Thomas,1986-12-12,
cameronjefferson,Cameron Jefferson,1992-05-02,
cameronlee,Cameron Lee,1993-12-28,
canaanseverin,Canaan Severin,1993-03-16,
capcapi,Cap Capi,1992-07-11,
carlbradford,Carl Bradford,1992-08-15,16926.0
carltonagudosi,Carlton Agudosi,1994-02-01,2982809.0
carsonpalmer,Carson Palmer,1979-12-27,4459.0
caylebjones,Cayleb Jones,1993-03-21,
cedricpeerman,Cedric Peerman,1986-10-10,12519.0
cedricthornton,Cedric Thornton,1988-06-21,14310.0
chancellerjames,Chanceller James,1994-09-26,
charlesdjohnson,Charles D. Johnson,1989-02-27,15885.0
charlesjohnson,Charles Johnson,1986-07-10,
charlessims,Charles Sims,1990-09-19,16749.0
charmeacheallemoore,Charmeachealle Moore,1993-01-30,
chasefarris,Chase Farris,1993-04-08,
chrisbaker,Chris Baker,1987-10-08,
chrisbarker,Chris Barker,1990-08-03,
chriscarter,Chris Carter,1989-04-06,
chrisculliver,Chris Culliver,1988-08-17,
chrisgragg,Chris Gragg,1990-06-30,15940.0
chrishairston,Chris Hairston,1989-04-26,
chrismatthews,Chris Matthews,1989-10-06,
chrisprosinski,Chris Prosinski,1987-04-28,
chrisscott,Chris Scott,1987-08-04,
christianfrench,Christian French,1992-08-18,
chunkyclements,Chunky Clements,1994-12-03,
claudepelon,Claude Pelon,1992-11-27,
clayharbor,Clay Harbor,1987-07-02,13376.0
cliffavril,Cliff Avril,1986-04-08,
cobihamilton,Cobi Hamilton,1990-11-13,15983.0
cobyfleener,Coby Fleener,1988-09-20,14900.0
codyriggs,Cody Riggs,1991-12-28,
colbypearson,Colby Pearson,1995-01-19,
coltanderson,Colt Anderson,1985-10-25,
connorbarth,Connor Barth,1986-04-11,11737.0
connorharris,Connor Harris,1993-06-22,
corbinbryant,Corbin Bryant,1988-01-04,
coreyfuller,Corey Fuller,1990-06-23,
coreylemonier,Corey Lemonier,1991-11-19,
corneliuswashington,Cornelius Washington,1989-09-10,
coryjames,Cory James,1993-05-22,
courtneyupshaw,Courtney Upshaw,1989-12-13,
crockettgillmore,Crockett Gillmore,1991-11-16,16775.0
curtisgrant,Curtis Grant,1992-12-28,
djtialavea,D.J. Tialavea,1991-07-27,
daikielshorts,Daikiel Shorts,1994-10-06,
damariustravis,Damarius Travis,1994-04-19,
damienmama,Damien Mama,1995-06-27,
danfrance,Dan France,1991-04-01,
dannellellerbe,Dannell Ellerbe,1985-11-29,
dannywoodhead,Danny Woodhead,1985-01-25,11788.0
dariusbutler,Darius Butler,1986-03-18,
dariuslatham,Darius Latham,1994-11-09,
dariuspowe,Darius Powe,1994-03-15,
dariusvictor,Darius Victor,1994-03-18,
darrellgreene,Darrell Greene,1992-10-29,
darrellerevis,Darrelle Revis,1985-07-14,
darrenmcfadden,Darren McFadden,1987-08-27,11238.0
darreusrogers,Darreus Rogers,1993-09-03,
darrylmorris,Darryl Morris,1990-09-04,
darryltapp,Darryl Tapp,1984-09-13,
dashaunphillips,Dashaun Phillips,1991-01-03,17333.0
davidbass,David Bass,1990-09-11,16025.0
davidharris,David Harris,1984-01-21,
davidking,David King,1989-12-27,15905.0
davidtalley,David Talley,1994-11-09,
davidyankey,David Yankey,1992-01-18,
deveonsmith,De'Veon Smith,1994-11-08,
deandreelliott,DeAndre Elliott,1992-11-21,
deandresmelter,DeAndre Smelter,1991-12-03,3055912.0
deangelohall,DeAngelo Hall,1983-11-19,
demarcomurray,DeMarco Murray,1988-02-12,14005.0
demarcusayers,DeMarcus Ayers,1994-07-07,
deandrecoleman,Deandre Coleman,1991-01-27,
deantegray,Deante' Gray,1994-02-27,
dejiolatoye,Deji Olatoye,1991-07-20,
delvinbreaux,Delvin Breaux,1989-10-25,
demetriusmccray,Demetrius McCray,1991-05-11,
demontrehurst,Demontre Hurst,1991-03-24,16144.0
denzeljohnson,Denzel Johnson,1994-09-16,
deonking,Deon King,1993-07-02,
deontaeskinner,Deontae Skinner,1990-12-18,
derekhart,Derek Hart,1992-12-01,
derrickmathews,Derrick Mathews,1992-09-25,
derronsmith,Derron Smith,1992-02-04,2517248.0
deslawrence,Des Lawrence,1994-11-30,
devinchappell,Devin Chappell,1994-05-14,
devinfuller,Devin Fuller,1994-01-29,
devinlucien,Devin Lucien,1993-06-26,
devintaylor,Devin Taylor,1989-11-15,
deweymcdonald,Dewey McDonald,1990-06-10,
deyshawnbond,Deyshawn Bond,1994-08-19,
dillonday,Dillon Day,1991-10-17,
domwilliams,Dom Williams,1992-12-11,
dominiquealexander,Dominique Alexander,1995-04-20,
donbarclay,Don Barclay,1989-04-18,
doncherry,Don Cherry,1994-09-27,
donjones,Don Jones,1990-05-14,
donaldhawkins,Donald Hawkins,1992-04-22,
donaldstephenson,Donald Stephenson,1988-09-30,
donatellobrown,Donatello Brown,1991-05-15,
donavinnewsom,Donavin Newsom,1993-10-13,
donavonclark,Donavon Clark,1992-11-12,
dontezford,Dontez Ford,1994-02-03,
dorangrant,Doran Grant,1992-11-30,2576385.0
drewiddings,Drew Iddings,1993-03-16,
drewmorgan,Drew Morgan,1994-12-02,
dwightfreeney,Dwight Freeney,1980-02-19,
dylanbradley,Dylan Bradley,1995-02-04,
dylandonahue,Dylan Donahue,1992-08-20,
ejmanuel,EJ Manuel,1990-03-19,15803.0
earlokine,Earl Okine,1990-01-04,
edeagan,Ed Eagan,1993-06-19,
edstinson,Ed Stinson,1990-02-15,
eddielacy,Eddie Lacy,1990-06-02,15848.0
edwinjackson,Edwin Jackson,1991-12-19,
ejuanprice,Ejuan Price,1993-01-30,2576666.0
elvisdumervil,Elvis Dumervil,1984-01-19,
emanuelbyrd,Emanuel Byrd,1994-12-09,
emmettcleary,Emmett Cleary,1990-04-27,
ericcrume,Eric Crume,1993-10-18,
ericdecker,Eric Decker,1987-03-15,13271.0
ericweems,Eric Weems,1985-07-04,
ericwinston,Eric Winston,1983-11-17,
ericwood,Eric Wood,1986-03-18,
erikaustell,Erik Austell,1993-09-13,
erikwalden,Erik Walden,1985-08-21,11401.0
ethancooper,Ethan Cooper,1995-06-11,
evanpanfil,Evan Panfil,1995-03-31,
evanschwan,Evan Schwan,1994-06-28,
ezekielbigger,Ezekiel Bigger,1992-11-06,
fitzgeraldtoussaint,Fitzgerald Toussaint,1990-05-04,17465.0
franciskallon,Francis Kallon,1994-02-02,
freddiebishop,Freddie Bishop,1990-02-25,
gabeikard,Gabe Ikard,1990-09-26,
geoffgray,Geoff Gray,1994-11-08,
georgeatkinson,George Atkinson,1992-11-29,17396.0
georgejohnson,George Johnson,1987-12-11,13812.0
georgewinn,George Winn,1990-11-10,
givensprice,Givens Price,1994-10-03,
gregducre,Greg Ducre,1992-01-22,
griffwhalen,Griff Whalen,1990-03-01,
haroldjonesquartey,Harold Jones-Quartey,1993-08-06,3894939.0
harrydouglas,Harry Douglas,1984-09-16,11318.0
hauolikikaha,Hau'oli Kikaha,1992-07-24,2509488.0
howardjones,Howard Jones,1990-02-10,
hunterdimick,Hunter Dimick,1993-10-29,
itaviusmathers,I'Tavius Mathers,1993-11-19,
ifeanyimomah,Ifeanyi Momah,1989-10-23,
isaiahbattle,Isaiah Battle,1993-02-10,
isaiahburse,Isaiah Burse,1991-12-08,16972.0
ishaqwilliams,Ishaq Williams,1993-02-22,
izaahlunsford,Izaah Lunsford,1993-10-21,
jtthomas,J.T. Thomas,1988-08-15,
jtjones,JT Jones,1993-11-12,
jackallen,Jack Allen,1992-09-24,
jackmewhort,Jack Mewhort,1991-08-30,
jacobhagen,Jacob Hagen,1992-03-16,
jacobschum,Jacob Schum,1989-01-21,
jacobyglenn,Jacoby Glenn,1993-08-04,
